trial,group,chosen_winner,cost,payout,gross,fees,slip_cost,net_0.5,net_1,net_2
155,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
156,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
157,22214,533851,0.15,100.0,99.85,0.5,99.3492,99.3485,99.347
158,27830,553856,63.25,100.0,36.75,4.5,31.9338,31.6175,30.985
159,25009,546612,5.05,100.0,94.95,0.5,94.4248,94.3995,94.349
160,25009,546612,5.05,100.0,94.95,0.5,94.4248,94.3995,94.349
161,21206,528788,1.3,100.0,98.7,0.5,98.1935,98.187,98.174
162,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
163,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
164,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
165,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
166,23792,540881,2.8,100.0,97.2,0.5,96.686,96.672,96.644
167,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
168,25009,546612,5.05,100.0,94.95,0.5,94.4248,94.3995,94.349
169,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
170,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
171,21662,531202,41.55,100.0,58.45,0.5,57.7423,57.5345,57.119
172,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
173,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
174,21206,528788,1.3,100.0,98.7,0.5,98.1935,98.187,98.174
175,22214,533851,0.15,100.0,99.85,0.5,99.3492,99.3485,99.347
176,21662,531202,41.55,100.0,58.45,0.5,57.7423,57.5345,57.119
177,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
178,27830,553862,63.25,100.0,36.75,4.5,31.9338,31.6175,30.985
179,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
180,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
181,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
182,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
183,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
184,20461,527079,0.65,100.0,99.35,0.5,98.8468,98.8435,98.837
185,25009,546612,5.05,100.0,94.95,0.5,94.4248,94.3995,94.349
186,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
187,21662,531202,41.55,100.0,58.45,0.5,57.7423,57.5345,57.119
188,27830,553856,63.25,100.0,36.75,4.5,31.9338,31.6175,30.985
189,20461,527079,0.65,100.0,99.35,0.5,98.8468,98.8435,98.837
190,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
191,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
192,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
193,21662,531202,41.55,100.0,58.45,0.5,57.7423,57.5345,57.119
194,27830,553860,63.25,100.0,36.75,4.5,31.9338,31.6175,30.985
195,21206,528788,1.3,100.0,98.7,0.5,98.1935,98.187,98.174
196,27830,553856,63.25,100.0,36.75,4.5,31.9338,31.6175,30.985
197,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
198,20461,527079,0.65,100.0,99.35,0.5,98.8468,98.8435,98.837
199,22214,533851,0.15,100.0,99.85,0.5,99.3492,99.3485,99.347
